time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),SpO2 ,etCO? ,FIO2 ,end challenge
931.2,564,0,-2.239581339,1.24118139,-0.02440691,-0.998399949,-2.231011662,1.234659229,-0.024040608,-0.996352432,-2.524600627,0.255556287,0.152826781,-2.269044339,-2.514440558,0.253377656,0.152770715,-2.261062903,-4.983225793,0.892886525,-0.37118131,-4.090339267,-8.539548932,0.249571645,-1.006180747,-8.289977287,51.83669548,487.2598969,539.0965924,0.096317646,-3.480762729,-3.465670891,-2.780156914,-2.767818214,-5.876112318,-8.789120577,9.58572428,8.000439124,9.158723455,8.460838268,11.13591505,9.151642271,10.72470531,10.84485741,0.090899629,0.107244409,0.095889155,0.113630013,21.62675395,15.34505358,36.97180753,58.54394948,-0.390247708,1.17902378,0.788776072,934.4,87.87348068,0,96.91379288,5.5974492,-0.018099895,20.82924533,12.71051374,5.59035022,0.004186898,80.65761433,95.93028583,5.402228724,0.210000089,
934.4,565,0,-1.851509452,1.116524507,0.123966617,-0.734984945,-1.840568391,1.107590325,0.121765866,-0.732978066,-2.008170299,0.410488507,0.113681687,-1.597681792,-1.996990019,0.405616075,0.113094444,-1.591373944,-4.151011645,0.885435489,-0.253305371,-3.265576156,-7.32313724,0.349381616,-1.058872073,-6.973755624,51.22851772,491.9332248,543.1617425,0.094480912,-2.96803396,-2.948158716,-2.418658806,-2.402606094,-5.036447134,-7.672518856,9.635271038,7.97252124,9.127121826,8.380374272,11.13976471,9.054658739,10.62983515,10.70111765,0.090014423,0.106895138,0.095700619,0.114291289,21.95427759,15.11205174,37.06632934,59.26674853,-0.062724061,0.946021945,0.883297884,937.6,92.59301181,0,96.54916521,5.598830079,-0.009742024,20.8312046,12.74427646,5.589414544,0.002781892,71.83487232,95.85472035,5.392607308,0.209999932,
937.6,566,0,-2.021848283,1.12178283,0.064936412,-0.900065452,-2.007765099,1.112490752,0.06312913,-0.895274347,-2.182767064,0.500444716,0.045074088,-1.682322348,-2.168474468,0.495346107,0.044761928,-1.673128362,-4.413498483,0.636052101,-0.253064461,-3.777446382,-7.778533531,-0.130225716,-0.921420727,-7.908759247,50.26975006,491.0614285,541.3311785,0.093016063,-3.143631113,-3.120255851,-2.68321178,-2.663820575,-5.049550584,-7.648307815,9.732638641,8.03171469,9.124858976,8.413063648,11.22206213,9.111086599,10.56116577,10.72979787,0.088877212,0.105992861,0.095132191,0.113725182,21.88459755,14.88874831,36.77334586,59.54719758,-0.132404103,0.722718513,0.59031441,940.8,84.11626414,0,96.61308922,5.621942199,0.045709294,20.82103365,12.71205435,5.57918943,0.004520219,63.99112506,96.01719636,5.394862535,0.209999819,
940.8,567,0,-2.484533089,1.290633504,-0.065888257,-1.193899585,-2.471955861,1.283747475,-0.065832922,-1.188208386,-2.660340042,0.458162706,0.031362275,-2.202177336,-2.647398502,0.455433019,0.031637768,-2.191965483,-5.14648873,0.420650947,-0.31368926,-4.725837783,-8.972997235,-0.425256895,-0.809624621,-9.398254131,48.63945609,489.240096,537.8795521,0.090623928,-3.775166593,-3.755703336,-3.118502748,-3.102831521,-5.567139677,-8.54774034,9.760671756,8.066643621,9.152816659,8.492961658,11.2955207,9.211416855,10.57917443,10.84822954,0.088948587,0.106202022,0.094715011,0.112832711,21.5085178,14.99607801,36.5045958,58.96533135,-0.508483857,0.830048208,0.321564351,944,76.10760518,0,96.93653194,5.646285005,0.066944509,20.81730821,12.65540749,5.579345928,0.006855044,68.43601201,96.1952603,5.42657597,0.210000095,
944,568,0,-2.551144559,1.32597688,-0.029504605,-1.225167678,-2.544937901,1.323231461,-0.029856228,-1.22170644,-2.687477883,0.398693843,0.082818274,-2.28878404,-2.681327886,0.397570483,0.083138861,-2.283757403,-5.134008767,0.469407142,-0.309826731,-4.664601625,-9.079211367,-0.278812364,-0.796226112,-9.358023732,48.00545464,490.5329009,538.5383555,0.089371676,-3.877121439,-3.868169362,-3.086171726,-3.078898369,-5.60341591,-8.800399003,9.709666828,8.03888103,9.176059132,8.513518417,11.31416709,9.230443046,10.61856924,10.88398948,0.090036168,0.107126519,0.094588847,0.112660402,21.21707057,15.28343377,36.50050433,58.18795534,-0.799931088,1.117403969,0.317472881,947.2,79.85250473,0,96.97285248,5.651069108,0.040397828,20.81634674,12.68927873,5.575403589,0.006125988,77.53663361,96.07043421,5.473435144,0.21000036,
947.2,569,0,-2.113773065,1.082082108,0.156447483,-1.031690957,-2.109641932,1.08021222,0.1528171,-1.029429712,-2.217428703,0.421091391,0.121312932,-1.796337312,-2.213820002,0.417966484,0.120812892,-1.795853518,-4.360089476,0.669443292,-0.238977219,-3.690646184,-7.986566513,-0.090435836,-0.804946422,-8.077002348,49.747743,492.6188398,542.3665828,0.091917229,-3.195855173,-3.189854152,-2.638520094,-2.631786486,-5.029532769,-7.896130677,9.705762744,8.024384895,9.154795921,8.47645761,11.33634024,9.199371715,10.59355558,10.82769708,0.09028614,0.107151385,0.094808459,0.11304877,21.31882781,15.29842541,36.61725322,58.28085405,-0.698173846,1.132395617,0.43422177,950.4,88.70234077,0,96.63357796,5.633058475,0.018641727,20.80792113,12.84535707,5.552923794,0.002870846,78.02315379,95.73088452,5.503980676,0.209999885,
950.4,570,0,-1.701198033,0.862680332,0.25653338,-0.8385177,-1.692333682,0.856609389,0.250779471,-0.835724293,-1.814634816,0.457970949,0.106587264,-1.356663868,-1.806182284,0.451716491,0.105248599,-1.354465794,-3.738719746,0.713555603,-0.189048576,-3.025164143,-7.044706552,-0.152791721,-0.800269183,-7.197498273,51.7983247,492.8236917,544.6220164,0.095284749,-2.563878365,-2.548943071,-2.272605765,-2.257898775,-4.452275349,-6.891914831,9.783702026,8.06013721,9.111907378,8.459578745,11.3800204,9.203215136,10.54773556,10.82437574,0.08920616,0.106268894,0.095289689,0.113437088,21.71166628,14.99790235,36.70956863,59.19794583,-0.30533538,0.831872556,0.526537176,953.6,90.33448075,0,96.37563474,5.601065704,0.017670346,20.80776687,13.031784,5.521478832,0.000555172,71.95766507,95.56177939,5.508248327,0.209999297,
953.6,571,0,-1.648304958,0.957298726,0.186486849,-0.691006231,-1.637378925,0.947584722,0.182758036,-0.689794203,-1.758668417,0.408863334,0.092665905,-1.349805083,-1.747510144,0.403039924,0.091431036,-1.34447022,-3.584074382,0.522714664,-0.199728074,-3.061359717,-6.839364842,-0.333344967,-0.815169145,-7.17270981,50.63467766,493.6165046,544.2511823,0.093249357,-2.605603684,-2.584963647,-2.16753175,-2.150550068,-4.106789046,-6.506019875,9.824887543,8.090953608,9.109708348,8.46174506,11.38458572,9.241060658,10.58136362,10.91647232,0.088485153,0.105896959,0.095634062,0.114341313,22.17424633,14.76567703,36.93992336,60.06391137,0.157244676,0.599647234,0.756891909,956.8,84.79327392,0,96.49866442,5.565142895,0.013421105,20.82691129,13.15426954,5.498070413,0.000786084,70.45431535,95.6759952,5.50085911,0.21000009,
956.8,572,0,-1.798491579,1.127262832,0.121641334,-0.671228747,-1.791618949,1.119737405,0.121152842,-0.671881544,-1.851180942,0.294809714,0.119576349,-1.556371228,-1.843602798,0.292856215,0.119032359,-1.550746582,-3.567249676,0.311171109,-0.235176047,-3.256078567,-6.869198853,-0.493674627,-0.84220383,-7.36287348,46.81304358,496.6524118,543.4654554,0.086457132,-2.925754411,-2.911356355,-2.145990655,-2.136459013,-3.878420784,-6.375524226,9.776698593,8.07702305,9.149501888,8.402078387,11.3495167,9.258893129,10.67776516,10.96418548,0.089074756,0.106462132,0.095664686,0.116492028,22.73227525,14.75192926,37.48420452,60.65082595,0.715273599,0.585899466,1.301173065,960,80.11178283,0,96.80901593,5.531709807,0.016413948,20.83152815,13.20422567,5.487987155,0.002011141,74.11714536,95.75793513,5.494421518,0.210001345,
960,573,0,-1.96388253,0.971913738,0.19762058,-0.991968792,-1.956734476,0.969084361,0.196581619,-0.987650115,-1.937990541,0.203615251,0.136340664,-1.73437529,-1.930865983,0.204056677,0.135976825,-1.726809306,-3.721403913,0.23886727,-0.24671125,-3.482536643,-6.99742878,-0.678529093,-0.822623359,-7.675957873,45.22548642,497.5952803,542.8207667,0.083691704,-2.935796268,-2.925818837,-2.141605792,-2.13492266,-3.960271182,-6.318899687,9.728845541,8.042455547,9.161154042,8.299892483,11.34032571,9.24334325,10.72717872,10.89757159,0.089857867,0.107194997,0.095867029,0.118602978,23.26957544,14.78719917,38.05677461,61.125002,1.252573788,0.621169371,1.873743159,963.2,78.29851021,0,97.02087014,5.503963526,0.048982748,20.79268769,13.21941146,5.486789378,0.001908089,75.60787263,95.54757185,5.494330785,0.210000075,
963.2,574,0,-2.102199103,0.615381587,0.322045515,-1.486817516,-2.084576127,0.612032243,0.316602609,-1.472543884,-2.013639492,0.176509062,0.097052244,-1.83713043,-1.998135461,0.174756951,0.096065004,-1.82337851,-4.170947671,0.247028216,-0.214662631,-3.923919455,-7.464686493,-0.854639437,-0.723870151,-8.31932593,48.18875931,493.7185471,541.9073064,0.08921531,-2.71758069,-2.69660837,-2.190148553,-2.172892412,-4.417975888,-6.610047056,9.725624223,8.010465727,9.107372437,8.299187332,11.34155764,9.222393872,10.69372762,10.85135033,0.089922009,0.107809914,0.096704942,0.118160761,23.23839788,14.8745171,38.11291498,60.93608377,1.221396227,0.7084873,1.929883527,966.4,77.35575622,0,97.0728404,5.487347614,0.072309321,20.75302042,13.22758767,5.486259129,-7.49614E-05,75.15412255,95.21486372,5.51056438,0.209997468,
966.4,575,0,-2.095055387,0.52111682,0.359580388,-1.573938566,-2.068445289,0.511753505,0.350744615,-1.556691784,-1.959483519,0.201724966,0.050502862,-1.757758552,-1.936838806,0.195848408,0.048872029,-1.740990398,-4.372388695,0.260486994,-0.160320516,-4.111901701,-7.810829983,-0.927000518,-0.569172271,-8.7378305,51.84333644,490.2809754,542.1243118,0.095795416,-2.616172207,-2.580198795,-2.161208485,-2.132687214,-4.63287569,-6.883829465,9.702273867,7.98516916,9.045518002,8.435124529,11.26895378,9.213160791,10.6599655,10.91929741,0.089789158,0.108373506,0.09771072,0.115192786,22.47631857,15.1164778,37.59279637,59.75975282,0.459316914,0.950447998,1.409764913,969.6,79.38293997,0,96.98914832,5.495176381,0.038428337,20.77081775,13.24197699,5.479460338,-0.001697098,77.15219784,95.10102543,5.547466406,0.209999398,
969.6,576,0,-1.884080057,0.756143152,0.304379736,-1.127936905,-1.863600799,0.74510188,0.29700169,-1.118498919,-1.74389311,0.255489585,0.050884055,-1.488403525,-1.727094097,0.249119844,0.049662436,-1.477974253,-3.959177831,0.294973642,-0.130328853,-3.664204189,-7.507560967,-1.003554461,-0.420995526,-8.511115428,52.1712686,491.7292653,543.9005339,0.096088893,-2.640223209,-2.608702679,-1.999382695,-1.976213942,-4.254151472,-6.504006506,9.640982569,7.995471008,9.061637156,8.535520416,11.13366119,9.216005988,10.71261431,10.97870711,0.089850256,0.108116362,0.09784199,0.113083467,21.81500001,15.26965178,37.08465179,58.84044248,-0.202001643,1.103621979,0.901620336,972.8,84.61129758,0,96.80823412,5.541431074,-0.011825905,20.81785256,13.25683686,5.47488228,-0.000170321,77.84095882,95.29085188,5.587121272,0.210004681,
972.8,577,0,-1.734712782,0.978669217,0.196452146,-0.756043565,-1.73124753,0.976649643,0.19451607,-0.754597887,-1.685517708,0.316416368,0.059141969,-1.36910134,-1.68361605,0.315113392,0.059742226,-1.368502657,-3.684323893,0.331546546,-0.147229649,-3.352777346,-7.211552226,-1.207653924,-0.357951933,-8.41920615,50.70658057,493.5043619,544.2109425,0.093392241,-2.713381999,-2.707897174,-2.001934076,-1.998729442,-4.015870439,-6.003898302,9.613468584,8.062501707,9.16380328,8.472355993,11.0561082,9.236256194,10.83201974,10.9224431,0.089731813,0.106568451,0.09674941,0.114185867,22.00905242,15.05054944,37.05960186,59.40309064,-0.007949237,0.884519642,0.876570404,976,85.75308925,0,96.6924463,5.620838839,-0.007037617,20.81935784,13.24411145,5.498255418,0.002795509,72.68572932,95.61205181,5.605897625,0.210001988,
976,578,0,-1.865885516,1.050363546,0.060236725,-0.81552197,-1.874043016,1.058445905,0.06321764,-0.815597111,-1.971914561,0.371803544,0.027963349,-1.600111016,-1.979803709,0.375892929,0.030426261,-1.60391078,-4.154431099,0.330387339,-0.191119933,-3.82404376,-7.664936816,-1.28424206,-0.434720276,-8.949178877,50.60384135,490.8880881,541.4919294,0.093681211,-2.916249061,-2.932488921,-2.343718105,-2.355696639,-4.484818438,-6.380694756,9.650822701,8.127305566,9.258390047,8.361142554,11.11205532,9.267912744,10.89916631,10.86126378,0.08948232,0.105244287,0.095350061,0.116536148,22.56591583,14.73437704,37.30029287,60.49578719,0.548914175,0.568347237,1.117261412,979.2,80.24078371,0,96.77631903,5.699933157,0.030300831,20.78130151,13.19917639,5.55822783,0.001424806,68.93467441,95.8912988,5.603443307,0.209991506,
979.2,579,0,-1.975251439,1.101390658,-0.010646416,-0.873860781,-1.981717664,1.105385501,-0.008083908,-0.876332163,-2.178105677,0.414464738,0.006856799,-1.763640939,-2.183980783,0.416900359,0.00872339,-1.767080425,-4.4692203,0.360786065,-0.234942463,-4.108434235,-7.988408642,-0.862013194,-0.644952072,-8.850421836,51.16181637,488.4290292,539.5908456,0.095030068,-3.076642096,-3.087103165,-2.592570415,-2.600881142,-4.830006365,-7.126395448,9.70757225,8.104133395,9.240364245,8.363549738,11.25088588,9.269139474,10.82101307,10.90913075,0.089551459,0.105907605,0.095037715,0.116947115,22.61223669,14.7766447,37.38888139,60.48883883,0.595235033,0.610614903,1.205849936,982.4,78.16354448,0,96.91952312,5.737296307,0.029352428,20.77683664,13.17138356,5.617509225,-0.003959555,74.29433936,96.04111063,5.5978406,0.209994696,
982.4,580,0,-1.677633536,1.082611462,0.094905047,-0.595022074,-1.675068141,1.069802075,0.090858011,-0.605266067,-1.858502974,0.421501171,0.056504524,-1.437001803,-1.85591869,0.415292946,0.054784543,-1.440625744,-3.657447382,0.461388143,-0.252092596,-3.196059238,-6.993619771,-0.120096751,-0.904636818,-7.113716521,50.54152453,491.4174001,541.9589246,0.093515442,-2.760244999,-2.744870216,-2.280004145,-2.271211637,-4.118835525,-6.87352302,9.748543025,8.004295543,9.11091195,8.428739825,11.359667,9.203235643,10.65253213,10.96425636,0.089676,0.107795328,0.096279382,0.115741112,22.3820208,15.03504022,37.41706101,59.8412377,0.365019141,0.869010419,1.23402956,985.6,85.47173425,0,96.91184485,5.717287598,0.00606059,20.80927811,13.19873716,5.62644127,-0.003128037,80.8053414,96.03205166,5.598478075,0.210015107,
985.6,581,1,-1.240297461,0.838238502,0.304578061,-0.402058959,-1.229780636,0.814170769,0.292969934,-0.415609867,-1.341961131,0.374346657,0.124300701,-0.967614474,-1.332055165,0.361118067,0.119104542,-0.970937098,-2.579777578,0.444068161,-0.199750707,-2.135709417,-5.532280819,0.270718538,-1.069588097,-5.261562281,49.82692737,495.6581502,545.4850776,0.091613463,-2.078535963,-2.043951404,-1.716307788,-1.693173231,-3.023845739,-5.802999358,9.77176845,7.927693121,8.986392115,8.409120527,11.37095416,9.114244735,10.55099414,10.90285312,0.089336824,0.108770356,0.098013792,0.115649243,22.67659335,15.04115978,37.71775314,60.11284988,0.659591697,0.875129986,1.534721683,988.8,90.93447995,0,96.83484855,5.662419036,0.025763219,20.80277496,13.24540158,5.582883094,0.00718724,77.20784071,95.92974057,5.600425664,0.210012777,
988.8,582,1,-1.237251395,0.55443141,0.406756838,-0.682819985,-1.22282013,0.534886506,0.393331555,-0.687933624,-1.259158378,0.315374473,0.11745264,-0.943783905,-1.246055923,0.303215119,0.112238875,-0.942840805,-2.648465057,0.149805645,-0.071631167,-2.498659411,-5.364410692,0.026318397,-1.053646382,-5.338092295,50.12856619,495.4113255,545.5398917,0.092126448,-1.791682805,-1.757706636,-1.574532851,-1.549271042,-2.798270702,-5.39072909,9.771279269,7.93487785,8.971498774,8.327021982,11.32016159,9.110726874,10.59786077,10.8122272,0.088928655,0.108515699,0.098746154,0.116977682,23.27921779,14.83576093,38.11497872,61.02597229,1.262216134,0.669731132,1.931947266,992,84.22057004,0,96.90057427,5.610815807,0.062750386,20.74512075,13.26282608,5.533146781,0.011136439,69.44018962,95.85741135,5.600267579,0.209973739,
992,583,1,-1.599325172,0.572035847,0.347294697,-1.027289325,-1.585026242,0.563180513,0.338219962,-1.021845729,-1.528486262,0.303011721,0.058216843,-1.225474541,-1.516489419,0.296700214,0.055779922,-1.219789205,-3.437161945,-0.195258796,0.03885721,-3.632420741,-6.239152527,-0.349313727,-0.959576209,-6.588466255,49.66344694,494.0752,543.7386469,0.091593026,-2.171361019,-2.148206755,-1.831497983,-1.813189634,-3.241903149,-5.8898388,9.747330252,7.984086611,9.048341759,8.325348954,11.2915452,9.222747449,10.72204648,10.83566937,0.089132963,0.108504855,0.0982185,0.11729687,23.24475845,14.85562395,38.1003824,60.94731383,1.227756796,0.689594153,1.91735095,995.2,74.68773433,0,97.04959569,5.584982627,0.04162464,20.72196175,13.26814688,5.517924884,-0.00078659,70.5175252,95.84310388,5.600741378,0.209971058,
995.2,584,1,-1.747152732,0.823911418,0.278882019,-0.923241314,-1.73635582,0.819581026,0.274639219,-0.916774794,-1.588209693,0.291454423,0.053662646,-1.29675527,-1.580439243,0.289023949,0.053408728,-1.291415294,-3.506359292,-0.234619914,0.018071695,-3.740979206,-6.464581908,-0.367674393,-0.955300923,-6.832256302,47.32065116,497.3013195,544.6219707,0.087253151,-2.571064151,-2.555936846,-1.879664115,-1.869463191,-3.271739378,-6.096907515,9.722750939,7.991601588,9.122288579,8.416251016,11.30488687,9.318145079,10.8080302,10.94292362,0.089691082,0.109427873,0.097410324,0.115922859,22.55773905,15.15204373,37.70978278,59.79390543,0.540737392,0.986013931,1.526751323,998.4,75.63092687,0,97.06100421,5.58572191,-0.005760244,20.77330548,13.29037425,5.541425413,-0.005193823,77.48329273,95.82145859,5.60113958,0.210044428,
998.4,585,1,-1.599873704,0.957944921,0.283089722,-0.641928783,-1.593764639,0.953011808,0.280793941,-0.640752831,-1.429071939,0.192035037,0.122108069,-1.237036902,-1.425649178,0.19055861,0.122189402,-1.235090568,-2.972090059,0.005254534,-0.118721742,-2.966835524,-5.931876413,-0.373781118,-0.993027757,-6.305657532,45.15505076,502.4926779,547.6477287,0.082874399,-2.557818626,-2.546776448,-1.621106977,-1.616207788,-2.977344593,-5.558095295,9.709760081,7.933580416,9.150239467,8.480696043,11.30989796,9.265952174,10.82052952,11.03267376,0.089971735,0.110395566,0.096928361,0.115060901,22.13453989,15.35862928,37.49316917,59.06099647,0.117538236,1.192599482,1.310137718,1001.6,81.73302136,0,96.96413758,5.607056455,0.01274238,20.82698939,13.29093342,5.58652939,0.01631487,77.88453652,95.80233945,5.598157383,0.210062821,
1001.6,586,1,-1.619458917,0.895898574,0.281845887,-0.723560343,-1.617631796,0.892703195,0.28086284,-0.724928601,-1.510307949,0.074012529,0.162994037,-1.43629542,-1.509666375,0.073671166,0.163367196,-1.435995209,-3.115340023,0.210912565,-0.237006655,-2.904427457,-6.017159145,-0.957196936,-0.864067261,-6.974356081,44.76634585,504.1705552,548.936901,0.08196241,-2.515357491,-2.51033499,-1.584320478,-1.583337541,-3.326252588,-5.059962209,9.695524923,7.886278698,9.169323138,8.485805751,11.29176385,9.15278036,10.8096384,11.11503528,0.090091586,0.110364359,0.096433409,0.115762718,22.24112365,15.33162407,37.57274772,59.21872157,0.224121995,1.165594275,1.38971627,1004.8,80.68124816,0,96.9675012,5.64362775,0.06364688,20.82443005,13.23163957,5.634651261,0.025671003,72.87215628,95.86128808,5.596655135,0.209927356,
1004.8,587,1,-1.850210883,0.82131356,0.259778413,-1.028897323,-1.852451221,0.822579951,0.260598619,-1.02987127,-1.775357828,0.099966354,0.124722412,-1.675391475,-1.77735999,0.101144297,0.126122976,-1.676215694,-3.839012947,0.262034449,-0.245481252,-3.576978498,-6.753802945,-1.774463479,-0.584453201,-8.528266424,45.20583119,503.2107946,548.4166258,0.08283523,-2.671524443,-2.675031171,-1.875324182,-1.878504287,-4.101047395,-4.979339466,9.679781184,7.934264364,9.200696607,8.509836359,11.28827394,9.173073893,10.82943325,11.2233937,0.090356515,0.109308662,0.095953956,0.116250084,22.26857111,15.26085065,37.52942176,59.34670235,0.251569455,1.094820849,1.346390304,1008,76.36302757,0,97.03266784,5.68635414,0.03885597,20.81001441,13.17466991,5.671489879,-0.012778929,73.59547186,95.95029916,5.603137745,0.209867959,
1008,588,1,-1.809869162,0.779346662,0.310921993,-1.0305225,-1.813902202,0.781408374,0.310417826,-1.032493828,-1.701124559,0.229460968,0.090866671,-1.471663591,-1.70518492,0.230080303,0.091860155,-1.475104617,-3.774342,0.263401956,-0.181544151,-3.510940044,-6.740727238,-1.801149247,-0.467095522,-8.541876485,45.9462235,502.8210845,548.767308,0.084123756,-2.589215824,-2.595310576,-1.930585527,-1.935265223,-4.037743956,-4.939577991,9.681421449,8.039317127,9.195645168,8.563190842,11.29283861,9.316977846,10.86714561,11.27777465,0.090360974,0.108136817,0.09640629,0.115370134,22.06729017,15.22720708,37.29449724,59.18579895,0.050288511,1.06117728,1.111465791,1011.2,80.20375137,0,96.92006614,5.720359408,-0.016258855,20.82970791,13.19800333,5.68848385,-0.032813457,79.15557942,95.93030723,5.607365174,0.210113459,
1011.2,589,1,-1.430900007,0.694526434,0.414007215,-0.736373573,-1.431042408,0.691374497,0.407929629,-0.739667911,-1.303904392,0.245602179,0.136073587,-1.058302213,-1.305881579,0.243822496,0.13413603,-1.062059083,-2.820081077,0.249788686,-0.134974186,-2.570292391,-5.829854269,-0.841749225,-0.690649533,-6.671603494,47.76733108,501.6592084,549.4265395,0.087309631,-2.125426442,-2.122416905,-1.549506572,-1.549704074,-3.069869763,-4.988105044,9.685814843,8.081970262,9.125830887,8.561432336,11.24610143,9.381488856,10.86525149,11.19908504,0.089903076,0.107721389,0.097876663,0.11458852,22.13854589,15.15299803,37.29154392,59.37849341,0.121544236,0.986968231,1.108512467,1014.4,88.18055688,0,96.6733887,5.726058491,0.032212577,20.83252289,13.25178767,5.680898188,0.039384971,78.5669337,95.82180852,5.595315458,0.210270408,
1014.4,590,1,-1.238164931,0.618721133,0.424698541,-0.619443798,-1.232145259,0.611173983,0.414832241,-0.620971276,-1.161946013,0.126165133,0.19602093,-1.03578088,-1.159025076,0.123268664,0.191844098,-1.035756412,-2.378721254,0.186437761,-0.136534968,-2.192283493,-5.412481968,0.043643111,-1.00940133,-5.368838857,49.82753983,498.0935694,547.9211092,0.091252995,-1.856886064,-1.843319242,-1.288111146,-1.28229374,-2.565159015,-5.456125079,9.642368215,8.039451608,9.066993154,8.483196525,11.14653397,9.302276482,10.81812634,11.05993521,0.089918569,0.107945908,0.098700378,0.115269027,22.47126402,15.11192197,37.58318599,59.7911621,0.454262365,0.945892169,1.400154534,1017.6,87.49047425,0,96.63257389,5.689607623,0.096636191,20.764831,13.24822624,5.65008606,0.084374462,72.08458841,95.79754509,5.585044418,0.209834444,
1017.6,591,1,-1.430914134,0.632968072,0.342539644,-0.797946063,-1.42482699,0.628776527,0.335296317,-0.796050463,-1.38716382,0.091526175,0.174870418,-1.295637644,-1.383849971,0.089807858,0.172388321,-1.294042113,-2.913063202,0.118772319,-0.134181675,-2.794290884,-5.901034397,-0.070020991,-1.053191078,-5.971055388,49.89244486,495.6403951,545.5328399,0.091734402,-2.063882206,-2.053603517,-1.478689995,-1.473657829,-3.031835521,-5.831013407,9.559941847,8.004148344,9.101464221,8.408071303,11.07929675,9.232299963,10.79383982,10.98337214,0.090930407,0.108094405,0.097733365,0.116534159,22.51582884,15.22099896,37.7368278,59.67397574,0.498827187,1.054969162,1.553796349,1020.8,79.86602538,0,96.86161498,5.637744409,-0.036728111,20.6952398,13.26713874,5.621475701,-0.066799704,70.88080508,95.88076287,5.606170014,0.209458346,
1020.8,592,2,-1.573707457,0.671646402,0.32311801,-0.902061056,-1.573234639,0.673532445,0.320101171,-0.899702195,-1.460895415,0.208647538,0.106471689,-1.252247877,-1.462869133,0.207874213,0.107154264,-1.25499492,-3.270320047,0.095790339,-0.083716831,-3.174529708,-6.17064598,-0.8602857,-0.782394834,-7.03093168,48.17897178,497.5365612,545.715533,0.088622813,-2.245353859,-2.246767084,-1.669542954,-1.670743347,-3.366110387,-5.31036028,9.543434637,8.01491887,9.171875235,8.380666479,11.11096737,9.25834082,10.82123381,10.96717011,0.091515538,0.10810791,0.096467553,0.117125069,22.37695992,15.29974326,37.67670318,59.41112673,0.359958266,1.133713463,1.493671729,1024,78.15495101,0,96.99110122,5.6676336,-0.177845238,20.72620278,13.4818399,5.652243848,-0.182404545,76.5965907,95.89336557,5.628717289,0.21021492,
1024,593,2,-1.387368563,0.667986022,0.386694981,-0.719382541,-1.387648793,0.666552361,0.382409754,-0.721096432,-1.193323141,0.267604851,0.096996684,-0.92571829,-1.197062678,0.265490099,0.097092892,-0.931572579,-2.75467085,0.109629737,-0.053655655,-2.645041114,-5.720085256,-1.444978527,-0.47653986,-7.165063783,47.42192185,500.417299,547.8392208,0.086944333,-2.055354585,-2.054201155,-1.460927992,-1.462552778,-2.864300587,-4.275106728,9.659846966,8.017467576,9.146506512,8.360266188,11.21966644,9.287076538,10.82269544,10.93259426,0.090238534,0.10835733,0.097031494,0.117322203,22.74559311,15.07291632,37.81850943,60.12881498,0.728591452,0.906886524,1.635477976,1027.2,84.12691832,0,96.81638595,5.910712841,0.284653306,20.81195858,13.87105382,5.80205057,0.324174481,79.41101701,95.78326425,5.593148909,0.211063943,
1027.2,594,2,-1.173927098,0.672041812,0.387165179,-0.501885287,-1.166019333,0.657475862,0.377673156,-0.50854347,-1.022169262,0.162671276,0.15039737,-0.859497986,-1.018731514,0.158060117,0.146224899,-0.860671397,-2.138613827,0.189469335,-0.157606456,-1.949144492,-5.396535311,-1.552327464,-0.364614968,-6.948862775,48.45124292,499.4339849,547.8852279,0.088798792,-1.84596891,-1.823495195,-1.184840538,-1.176791631,-2.328083162,-3.844207848,9.817932017,8.008131513,9.024633601,8.332243527,11.3340117,9.260830015,10.73090312,10.89101904,0.088213475,0.10828995,0.098832944,0.117654663,23.49782438,14.65889556,38.15671994,61.51959949,1.480822722,0.49286576,1.973688483,1030.4,87.61233713,0,96.64639744,6.433633031,1.567144105,20.80975108,14.2052988,6.103385417,1.618172157,75.85133565,95.75137997,5.556643607,0.209786112,10
