time,cycle number,marker,delc_var_det1_HbO2,delc_var_det1_HHb,delc_var_det1_ox-redCCO,delc_var_det1_HbT,delc_INvar_det1_HbO2,delc_INvar_det1_HHb,delc_INvar_det1_ox-redCCO,delc_INvar_det1_HbT,delc_var_det2_HbO2,delc_var_det2_HHb,delc_var_det2_ox-redCCO,delc_var_det2_HbT,delc_INvar_det2_HbO2,delc_INvar_det2_HHb,delc_INvar_det2_ox-redCCO,delc_INvar_det2_HbT,delc_INvar_det3_HbO2,delc_INvar_det3_HHb,delc_INvar_det3_ox-redCCO,delc_INvar_det3_HbT,delc_INvar_det4_HbO2,delc_INvar_det4_HHb,delc_INvar_det4_ox-redCCO,delc_INvar_det4_HbT,SRS kHbO2,SRS kHHb,SRS kHbT,SRS TOI,delc_var_det1_Hbdiff,delc_INvar_det1_Hbdiff,delc_var_det2_Hbdiff,delc_INvar_det2_Hbdiff,delc_INvar_det3_Hbdiff,delc_INvar_det4_Hbdiff,DPF 690,DPF 750,DPF 790,DPF 850,Us 690,Us 750,Us 790,Us 850,Ua 690,Ua 750,Ua 790,Ua 850,MDFD_abs_C_HbO2,MDFD_abs_C_HHb,MDFD_abs_C_HbT,MDFD_StO2,MDFD_delta_C_HbO2,MDFD_delta_C_HHb,MDFD_delta_C_HbT,time (s),TCD mean velocity,TCD mean BP,TCD mean SpO2,TCD mean maxCO2,TCD mean minCO2,TF mean maxO2,TF mean minO2,TF mean maxCO2,TF mean minCO2,HR (bpm),SpO2 ,CO2 - ET ,TV - TV - 61664 ,TV - TV - 61665 ,MINVOL - MINVOL - 20812 ,MINVOL - MINVOL - 20816 ,O2 - INSP ,O2 - ET ,end challenge
1459.2,544,0,0.396713368,8.246136402,0.724979266,8.642849771,0.396713368,8.246136402,0.724979266,8.642849771,1.616316291,8.926970418,0.298187374,10.54328671,1.616316291,8.926970418,0.298187374,10.54328671,2.860326981,8.644565883,0.634461213,11.50489286,4.440310724,9.228345251,0.745928547,13.66865597,64.89208769,130.4339989,195.3260866,0.332225813,-7.849423034,-7.849423034,-7.310654127,-7.310654127,-5.784238902,-4.788034527,8.224346427,7.617144377,8.006845623,8.141427564,10.63726811,9.399069387,9.99870289,10.06896158,0.117947532,0.12149598,0.116972163,0.113931614,21.00704633,20.87995232,41.88699866,50.15175464,38.43339359,14.71398162,53.14737522,1459.2,55.34259488,77.86772159,99.58920394,5.054144533,0.024572894,20.99793659,15.16267345,4.897928482,0.04292369,54.04536484,97.73614029,4.899906712,760.9161372,690.8809908,7.20074336,7.500529485,21,15.00027928,
1462.4,545,0,0.260784013,8.242669679,0.780963982,8.503453692,0.260784013,8.242669679,0.780963982,8.503453692,1.55352003,8.963950446,0.336762431,10.51747048,1.55352003,8.963950446,0.336762431,10.51747048,2.721822203,8.950615639,0.618943137,11.67243784,4.176455202,9.344898959,0.916539401,13.52135416,65.25912824,128.4837608,193.7428891,0.33686195,-7.981885666,-7.981885666,-7.410430416,-7.410430416,-6.228793436,-5.168443757,8.23653002,7.592464893,8.001498046,8.064766396,10.70204321,9.308006172,9.971706431,9.918993189,0.118308126,0.121090955,0.116808648,0.114381391,21.03994988,20.88444586,41.92439573,50.18281458,38.46629714,14.71847516,53.18477229,1462.4,57.0097583,83.36659228,100.071942,5.054987404,0.003908677,21.0183662,15.17555498,4.902933069,0.045937707,47.07048044,98.13121211,4.845397754,1112.140675,1081.207264,6.942605384,7.25527178,21,14.99950185,
1465.6,546,0,-0.104869698,8.316588459,0.765838814,8.21171876,-0.104869698,8.316588459,0.765838814,8.21171876,1.16702166,8.741895026,0.404944191,9.908916686,1.16702166,8.741895026,0.404944191,9.908916686,2.259396749,8.894158204,0.617001451,11.15355495,3.643131951,9.219301605,0.931213607,12.86243356,64.65643055,129.3377646,193.9941952,0.33350242,-8.421458157,-8.421458157,-7.574873366,-7.574873366,-6.634761455,-5.576169654,8.289754764,7.560501362,8.044118575,8.072374949,10.78503125,9.278534265,10.01484887,9.906571286,0.117708521,0.121737515,0.116080629,0.114030675,20.88779814,20.87713762,41.76493576,50.01073385,38.3141454,14.71116692,53.02531232,1465.6,57.40069411,86.69386232,99.93758054,5.071261319,0.013369679,21.01422115,15.18136315,4.90301918,0.048272605,41.43805822,98.40343616,4.819346246,1116.998606,1097.947268,6.854948084,7.134607126,21,14.99775392,
1468.8,547,0,-0.45066407,8.541020395,0.685116931,8.090356325,-0.45066407,8.541020395,0.685116931,8.090356325,0.642383822,8.666924698,0.426472522,9.30930852,0.642383822,8.666924698,0.426472522,9.30930852,1.669081805,8.769979271,0.610783354,10.43906108,3.055243471,9.107762249,0.805255553,12.16300572,64.12319899,132.4573931,196.5805921,0.326621883,-8.991684466,-8.991684466,-8.024540876,-8.024540876,-7.100897466,-6.052518778,8.33570228,7.545986407,8.125863666,8.07751153,10.82635719,9.305120513,10.11429089,9.92951228,0.116876478,0.12257202,0.114890394,0.114153145,20.84774836,20.81418192,41.66193028,50.04372721,38.27409562,14.64821122,52.92230684,1468.8,57.10184349,87.44197504,99.3945959,5.100697888,0.041463455,20.99520711,15.16514126,4.908610598,0.04947368,38.4314472,98.52400025,4.854638337,866.2031839,836.8486865,6.912460086,7.129486617,21,14.99981455,
1472,548,0,-0.343448906,8.733951624,0.63301189,8.390502718,-0.343448906,8.733951624,0.63301189,8.390502718,0.487409111,9.012092044,0.373228634,9.499501155,0.487409111,9.012092044,0.373228634,9.499501155,1.465650974,8.958725939,0.591468127,10.42437691,2.892243281,9.33541302,0.683629093,12.2276563,65.53626119,134.2157899,199.7520511,0.328605181,-9.077400529,-9.077400529,-8.524682934,-8.524682934,-7.493074965,-6.443169739,8.322012831,7.565146646,8.191322328,8.005865212,10.78833293,9.328782005,10.19061655,9.870605502,0.116876804,0.122287633,0.113911735,0.115504186,21.0928981,20.70646346,41.79936156,50.47107017,38.51924536,14.54049276,53.05973812,1472,57.2358671,86.00054002,99.18607304,5.135081992,0.056558828,20.98929789,15.1368434,4.929428141,0.049653575,39.05753863,98.57549689,4.938535237,698.2136189,656.3198066,6.937282126,7.124026623,21,15.00500719,
1475.2,549,0,0.144955926,8.539786236,0.681344536,8.684742162,0.144955926,8.539786236,0.681344536,8.684742162,0.82379757,9.21379396,0.350419609,10.03759153,0.82379757,9.21379396,0.350419609,10.03759153,1.76427331,9.172881782,0.580286338,10.93715509,3.197198801,9.62462098,0.668121253,12.82181978,68.609731,132.247221,200.8569521,0.342303946,-8.39483031,-8.39483031,-8.38999639,-8.38999639,-7.408608472,-6.427422179,8.282872173,7.585192304,8.203582474,7.973221441,10.73778415,9.308155582,10.1947378,9.840089557,0.117439795,0.121378577,0.113621978,0.116087895,21.11671996,20.6959363,41.81265626,50.51084667,38.54306722,14.5299656,53.07303282,1475.2,57.57436394,82.84095306,99.60022959,5.176532827,0.052481139,21.00254917,15.13541586,4.955053966,0.04940403,43.21136952,98.69019909,5.006842666,735.7717724,683.9110326,6.835915095,7.055569137,21,15.0017139,
1478.4,550,0,0.469573768,7.984102255,0.778699219,8.453676023,0.469573768,7.984102255,0.778699219,8.453676023,1.215038168,8.793676427,0.404046318,10.00871459,1.215038168,8.793676427,0.404046318,10.00871459,2.14812739,8.950623977,0.583762923,11.09875137,3.530050304,9.462766226,0.739725356,12.99281653,70.50740999,128.469116,198.976526,0.35501737,-7.514528486,-7.514528486,-7.578638258,-7.578638258,-6.802496587,-5.932715922,8.275063286,7.566080425,8.182022147,8.088736393,10.74479687,9.257266793,10.15995889,9.963216357,0.11772015,0.121314821,0.113835926,0.114253132,20.50376017,20.88697764,41.3907378,49.54118154,37.93010743,14.72100694,52.65111436,1478.4,57.46708586,79.93962042,100.1173915,5.223991637,0.044780959,21.01398194,15.16012209,4.969418797,0.048940085,48.84124018,98.9476531,5.020159957,825.7979149,763.8151645,6.720462545,6.999032159,21,14.9904565,
1481.6,551,0,0.422144268,7.536769003,0.834423905,7.958913271,0.422144268,7.536769003,0.834423905,7.958913271,1.369267139,8.235658649,0.437031069,9.604925789,1.369267139,8.235658649,0.437031069,9.604925789,2.381820245,8.496592459,0.587591097,10.8784127,3.741286098,8.992553727,0.824696427,12.73383982,69.40348516,126.0957735,195.4992587,0.355582972,-7.114624735,-7.114624735,-6.86639151,-6.86639151,-6.114772214,-5.251267629,8.306514363,7.517123996,8.164856021,8.222976278,10.7954794,9.21107182,10.14383949,10.1060781,0.117385337,0.122265655,0.114126088,0.112096774,19.90057665,21.07799064,40.97856729,48.58365224,37.32692391,14.91201994,52.23894385,1481.6,57.48279932,80.37307345,100.1254521,5.26116694,0.037988314,21.00792592,15.14869307,4.97396153,0.047544825,52.15666098,99.29777176,5.001426661,839.8720563,777.0542154,6.732421205,7.041020366,21,14.99476909,
1484.8,552,0,0.403990531,7.367788485,0.846668908,7.771779016,0.403990531,7.367788485,0.846668908,7.771779016,1.505722442,8.065025739,0.405717877,9.570748182,1.505722442,8.065025739,0.405717877,9.570748182,2.64942171,8.233892573,0.599181927,10.88331428,4.076099543,8.705991772,0.869829884,12.78209131,67.53160741,125.2731735,192.8047809,0.351294547,-6.963797954,-6.963797954,-6.559303297,-6.559303297,-5.584470863,-4.629892229,8.360845188,7.481987755,8.154669028,8.168687782,10.8495499,9.1852338,10.1440297,10.0440241,0.116477459,0.123038059,0.114407306,0.112905887,20.33297999,20.92219716,41.25517715,49.28213964,37.75932725,14.75622646,52.51555371,1484.8,58.36322436,84.14917428,99.67810422,5.286007503,0.029837652,20.99202749,15.07521876,4.977918014,0.04464838,49.70305795,99.5928369,4.987771991,804.9148259,760.1189384,6.804925062,7.107824533,21,15.01736081,
1488,553,0,0.698992976,6.993058363,0.845622501,7.692051339,0.698992976,6.993058363,0.845622501,7.692051339,1.744413377,7.77138689,0.393291525,9.515800267,1.744413377,7.77138689,0.393291525,9.515800267,2.865899875,7.85071219,0.627960304,10.71661207,4.315381404,8.33755489,0.85043023,12.65293629,69.06446305,123.9017998,192.9662628,0.358993192,-6.294065387,-6.294065387,-6.026973513,-6.026973513,-4.984812315,-4.022173486,8.408838783,7.49936194,8.12570584,7.951146962,10.87977184,9.196486546,10.11113459,9.801953253,0.115476182,0.122619308,0.114855848,0.11630907,21.63901821,20.44603197,42.08505018,51.40343313,39.06536547,14.28006127,53.34542674,1488,59.34250729,86.67237162,99.37497478,5.329353858,0.0305607,20.97884335,15.00092482,4.979824233,0.041522553,42.75525503,99.72574832,4.992400287,763.1291577,740.1882515,6.739799928,7.03536095,21,15.01306187,
